kbb_price,trade_in_value,accepted
16238,3639,0
13204,7700,0
12461,2618,0
11440,4975,0
8337,5229,1
12754,4304,0
10051,5630,0
11833,8439,0
9776,6402,1
14450,9261,0
15305,11391,1
12397,3585,0
10465,7416,1
9304,6982,0
8833,832,0
13402,5948,1
11378,8560,1
13403,8780,1
11625,4060,0
14254,9461,1
10353,3572,0
9926,4714,0
7621,5855,1
13433,8372,0
12894,7095,1
14606,10339,0
14245,9683,0
10677,7095,1
13744,8879,1
15235,11089,1
10641,0,0
6861,5035,0
7662,5862,1
7666,5764,1
12248,9564,1
9959,4387,0
16230,11471,1
12623,4665,0
11870,5865,0
11078,3688,0
7414,4418,0
15387,9100,0
10504,3068,0
10937,3578,0
14343,7692,0
5386,3263,1
13386,5312,0
12367,6162,0
8548,598,0
18785,9832,0
8807,4852,0
11658,6112,1
10360,6624,0
12678,3546,0
15824,7035,0
15702,7416,0
13424,10114,1
11795,4253,1
12446,7797,0
9117,6692,0
11911,3625,0
13292,8897,0
12328,849,0
13647,3327,0
18503,9490,0
10264,5527,0
16491,6613,0
9341,2904,0
12451,3010,0
11682,4665,0
12678,9399,0
12526,6112,0
8985,3685,0
11331,4895,0
13526,3473,0
6990,4578,0
13147,3806,0
10578,3674,0
13961,8720,0
6009,3231,0
8064,3492,0
12794,5458,0
16125,4549,0
10629,3740,1
11122,2946,0
10700,4491,1
12603,5292,0
16724,5121,0
9797,2963,0
16321,11421,0
9317,2291,0
16950,10063,0
12523,2597,0
8457,6190,0
13495,10620,0
14941,4160,1
12040,6231,0
10287,4983,0
14078,3540,0
9073,3213,1
14405,4140,0
11725,7132,1
14410,5097,0
15260,9150,1
8725,2606,0
6717,4658,1
11560,4065,0
14029,8642,0
13771,3046,1
11153,2553,0
9156,2810,0
15391,3127,0
14892,6914,1
11658,5456,1
14119,5561,0
9143,2708,0
6995,1524,1
9618,3043,1
5439,0,0
11600,2999,0
5994,3436,0
16525,11264,1
13246,9545,1
8835,4648,0
11459,4011,0
9772,7508,1
16345,8735,1
13924,8150,1
12862,3387,0
13856,6111,0
15527,8194,1
12885,5048,0
12539,2616,0
11593,3073,0
14428,9955,1
7327,1972,0
11784,8155,1
10333,3167,0
8435,2699,0
9054,5912,1
16122,3688,0
16361,9493,1
13492,4293,0
14409,6506,1
8257,5416,1
14061,4115,0
15408,6553,0
11374,3195,0
9380,6103,0
12943,4384,0
12427,2962,0
11309,7126,0
10424,3482,0
11360,3377,0
8640,5979,1
9194,1871,1
10684,8289,0
11169,7039,0
12241,3460,1
6858,1768,0
12390,6273,0
12183,3100,0
6064,1270,0
11087,7641,0
9727,4430,0
10821,4828,0
7039,2585,0
12066,4259,0
14887,7808,0
13575,9640,1
12865,5708,0
10817,2573,0
11834,7669,1
10680,3383,0
15566,7607,0
12944,8289,0
15868,6371,0
15040,11421,1
14104,3998,0
13283,6271,0
14856,8708,1
12579,9190,1
10698,3659,0
13150,4594,1
7779,4845,1
11691,5670,1
13489,2941,0
9276,4847,0
13970,8877,1
14165,6740,0
14098,10204,0
12348,6554,0
14768,5673,0
12745,7374,0
14017,5167,0
13243,10064,1
9454,2273,0
15758,11646,1
13168,7565,0
6741,3225,0
13814,7344,0
12913,7847,1
10443,2644,0
10455,4596,0
9120,5822,1
12092,4263,0
12002,5284,1
10487,6028,0
14555,10900,1
10347,5172,1
9599,2357,0
14769,10222,0
11076,0,0
10747,4011,0
7286,4261,0
13253,0,0
11392,3030,0
15925,9721,1
4519,1279,0
11419,8400,1
13169,3697,0
14866,4210,0
10468,6907,1
11637,5670,0
6879,4301,1
15820,5646,0
11615,5884,0
15749,7877,1
11638,6260,0
12953,8119,0
11925,3110,0
10766,6633,1
15768,7094,0
13336,8574,1
8972,4623,1
8140,4237,1
12942,3112,0
5185,1494,0
9164,5754,0
10530,4776,0
11540,6525,1
11646,3104,0
9821,2899,0
8491,3623,1
13222,9117,0
10140,5232,0
7039,2393,1
17251,10528,1
9551,2407,0
15756,9664,1
9840,7620,0
6863,2699,0
14663,7144,0
10330,2787,0
14354,7530,0
11467,7791,1
9314,4925,0
12550,6350,0
13027,5685,1
10228,7394,0
14080,4124,0
10353,6565,1
11787,3017,0
11076,4202,0
16663,11152,0
11727,6019,1
10160,3477,1
11499,6015,0
15640,8986,1
13410,3336,0
9805,3521,0
8889,4647,1
9066,5954,1
12344,5435,0
11837,8312,1
13611,8140,0
10665,6682,1
12037,5801,1
11904,0,1
15702,12234,1
9703,5764,0
13433,6003,1
10809,4658,0
13207,0,0
15313,4956,0
14852,6219,0
9123,4119,0
13919,7808,0
13066,2639,0
14240,4166,0
13677,4506,0
14431,6847,0
9382,6100,1
8356,2033,0
16965,12945,0
11668,6453,1
10126,5683,0
6700,5329,0
13632,2992,0
11730,8587,1
16330,11783,0
6174,2803,1
12710,6666,0
10149,6354,1
9895,5829,1
13995,3125,1
14296,6492,0
14032,10243,0
15297,9694,0
9092,7033,0
1594,1095,1
11404,7001,1
12858,5955,0
19358,11002,1
14936,3682,0
12804,7783,0
11480,7523,0
6915,3326,0
15194,3039,0
14332,9293,1
10083,7754,0
12786,6356,1
15116,7609,0
12599,5656,0
6572,3714,0
13091,4516,1
8788,6108,0
12855,7434,1
10638,6401,0
15671,4976,1
10744,7762,0
7190,5489,1
13596,4623,0
11916,5570,0
14504,4769,0
15115,4098,0
8122,4303,0
15451,5392,0
10284,5343,0
9506,4547,0
16290,6848,0
12440,3764,0
4986,1479,0
9577,6122,1
14896,7534,0
10820,7889,0
5045,3366,1
14296,3783,0
8824,6312,0
7618,3286,0
10484,7485,0
13698,6905,0
11796,6539,1
9374,3099,1
9420,3512,1
13843,6273,0
5115,899,0
10258,3707,0
9183,2857,0
8805,2743,0
8201,3297,1
10327,6264,0
14590,0,0
10759,7918,1
7600,2988,0
12422,6516,1
12912,7217,1
7077,5148,0
7986,4893,1
11442,2541,0
7887,2859,0
7206,4118,0
13466,9693,0
12751,5185,0
10506,0,0
5809,1944,0
11038,4640,0
6958,3971,0
12046,907,0
15809,9073,1
14757,3528,1
8196,4856,1
11912,3891,0
11416,4962,0
10373,4504,1
12460,7311,0
13755,4557,0
16858,12251,0
18853,13473,1
11409,2545,0
8113,6398,1
14396,10067,0
17086,12742,0
12527,8366,1
13137,2863,0
11005,6927,0
14309,3745,0
10200,2399,0
15217,5904,0
12934,3215,0
12886,5157,0
12848,7342,1
9186,1071,1
12482,6324,1
11597,8477,1
12086,3397,0
17427,3905,0
9683,6168,1
14127,3849,1
19293,8786,0
7882,5072,1
14126,11137,0
9192,4452,1
9738,3102,0
11738,7821,0
7916,4615,1
10968,6172,0
10102,6224,0
11529,8106,0
15335,4509,0
14662,6026,0
13105,8374,0
12470,8895,1
15911,8774,0
14702,4936,0
20925,13715,1
7668,3154,0
11825,3012,0
14026,4567,0
11444,8482,1
9252,3089,0
8712,4080,0
13570,5512,0
12546,7225,1
9895,6086,0
12594,2671,0
8778,5167,0
11654,2634,0
11777,5237,0
13190,8895,1
11741,7405,1
8045,2790,0
11565,4376,0
7386,3917,1
10728,5903,0
12126,2496,0
16560,12322,1
12076,5355,0
15402,5399,0
11682,7477,0
12806,5882,0
11766,4689,0
6647,1498,0
8164,0,0
10425,8293,1
9110,7088,0
12278,6306,1
13556,4223,0
9574,6964,0
12533,9095,1
13186,7093,0
15456,8607,1
5751,4031,1
10304,6513,1
12567,5749,0
10960,8667,1
11535,4391,0
11920,8753,0
17964,6957,0
14624,5144,0
15802,9729,0
12209,6143,1
10022,6870,1
13381,9357,1
13159,9899,1
15358,8076,0
15847,5662,0
10241,7861,1
13352,3710,0
9387,1935,0
12397,3280,1
14034,8275,0
13754,9686,1
13384,5285,1
13745,7013,1
7018,2534,0
13592,4819,0
8634,3374,0
16737,4512,0
12496,7053,0
11159,6579,0
13999,5421,1
17376,4040,0
10622,3069,0
16553,4523,0
12030,4386,0
13005,8058,1
9242,5790,1
11216,5865,1
10007,2016,1
7977,6039,1
11672,2631,0
11111,7102,1
10521,2125,0
5289,2254,0
12962,5615,0
12668,9585,1
13773,5478,0
9911,3575,0
15960,8128,1
12392,4288,0
12189,9529,0
13837,5524,1
14470,4306,0
18343,10888,0
8339,2816,0
10881,6562,0
7859,2638,0
9567,3510,0
11492,2922,0
14636,7991,0
12041,3261,0
9991,6296,0
9943,5814,0
15425,4650,0
13082,9648,0
10559,5449,0
11594,5838,1
15119,4031,0
9796,6658,1
14866,5405,1
12596,9819,1
17427,10021,1
15386,10931,1
9137,2376,0
14610,9657,0
11637,4998,0
14190,3466,0
6602,4002,1
11228,6753,1
7543,3081,0
7274,5212,0
15747,4728,0
15841,3691,0
8721,3696,1
13390,5124,0
8282,4018,1
13105,7860,0
10551,2237,0
9831,6335,0
7616,2061,0
12258,8616,1
13445,7527,0
10684,5096,0
11530,3549,1
17063,8022,1
11632,4180,0
10890,7709,0
10903,6275,1
12824,4053,0
6483,2043,0
11119,5970,0
13226,7227,0
8535,4480,1
12657,2202,0
15320,4122,0
7426,3720,0
9251,2833,0
12341,4182,0
14637,6778,0
15876,11305,1
13396,5118,0
14689,10232,0
15363,2803,0
11976,4974,0
11034,3697,0
10681,7488,0
15989,9159,1
15549,9353,1
13043,5624,1
7336,2574,0
12596,8831,1
17122,4745,0
12020,8160,0
8785,2788,0
7344,4183,1
11151,7069,1
8079,5473,0
11068,8124,1
10679,8094,1
10912,6154,1
10605,5069,0
16450,7279,0
8346,3757,1
8052,3493,0
12484,5830,0
12951,9262,0
12673,3617,1
15684,3491,0
9630,3797,0
11580,4057,1
7855,1890,0
14853,3531,0
10866,8094,1
10397,4180,1
11824,7238,1
20664,3513,0
8085,3087,0
8403,1963,0
14749,7465,0
12825,9185,0
12960,7445,1
5082,1179,0
12016,3488,0
16685,5127,1
13402,3786,0
17304,11504,1
8777,3380,0
16140,4448,0
10220,4051,1
11705,6136,1
13776,5895,0
9935,3080,0
8806,2105,0
11600,7577,0
12858,8721,1
19758,1374,0
11446,3212,0
12118,7544,1
17024,12538,1
14414,4573,0
17954,4413,0
10135,3844,1
10467,0,0
12753,6906,0
13213,3797,0
11084,2651,0
9534,4711,0
9185,4597,0
10853,4002,0
13713,3679,0
17377,12586,1
18729,13585,1
19385,14561,1
9865,4480,0
11909,2482,0
13995,5616,0
12282,7508,0
10601,4399,1
15882,8529,1
9430,5532,0
10866,2882,0
4307,1513,0
10336,6290,0
12331,5641,0
5873,1438,0
10680,8170,0
11937,4054,1
15583,11236,0
8148,2075,0
16418,13044,1
8470,607,0
11821,6778,1
8155,2579,0
13208,2860,1
10499,3831,0
10688,2215,0
12694,2898,0
7639,4390,0
10601,7690,1
13794,10517,1
9045,6194,0
10415,5075,0
15943,5134,0
10504,5443,1
15016,6645,0
12381,8897,0
14204,3762,0
13342,1716,0
12073,6360,1
12790,2798,0
5169,2767,0
14581,8320,0
9457,5785,0
9386,3595,0
8685,5791,1
11699,7821,1
14105,11067,1
11721,3470,0
9953,2072,0
12736,2789,0
9486,6685,1
12423,5133,0
13908,7992,0
12800,9011,1
12394,7686,0
6844,4760,1
15420,5116,1
10551,3792,0
12041,3968,0
12043,4750,0
12050,7444,0
12118,6372,0
12774,8515,1
14643,4755,0
11493,4582,0
8088,3464,0
14551,8875,1
7316,5026,0
14348,8267,0
11392,4391,0
16634,12049,0
10410,5502,1
11788,4200,1
11696,8108,1
11420,9047,1
12806,4713,0
11102,8719,0
10486,6706,0
13721,5659,0
8790,4735,0
9293,7191,1
12468,2571,0
13798,7847,1
16930,7307,1
9878,2977,1
9101,2621,0
14632,4907,0
15039,7157,0
17224,3459,0
10027,6206,0
11295,5580,1
12546,3235,0
11288,6037,1
13523,2862,0
11054,8190,1
14692,11031,1
12762,5404,0
17871,11546,0
15680,8709,1
13671,10155,1
8399,3967,1
10498,3854,0
12482,6678,0
12015,6394,0
14013,10879,0
20046,14677,1
11463,8985,0
6065,4154,1
13349,10152,0
11324,0,0
10495,6190,1
9295,6107,0
13109,3058,0
14441,8816,0
14587,5167,0
14243,5536,0
11646,0,0
7792,2184,1
16128,3655,0
10338,4094,0
11602,6987,0
8765,6474,1
12049,6962,0
13624,9462,1
13012,3718,0
16256,10424,0
11478,3362,0
9932,2328,0
12424,8565,0
9437,3753,0
15661,8204,1
11136,2531,0
12686,7219,1
16655,4856,0
14153,5404,1
8960,3640,1
10137,3715,0
15412,11087,0
10995,4972,1
11551,3991,0
10296,4293,0
7462,3152,0
10536,3542,0
13476,3433,0
15629,5842,0
9862,3325,0
6537,1415,0
8202,2754,0
15994,10283,1
12370,7512,0
12141,5998,0
10925,8212,1
11524,2981,0
18056,11681,1
14625,9525,0
11763,2803,0
17131,8913,0
11423,9018,1
11885,4395,0
13081,2649,0
8833,4459,0
8671,4977,0
14397,9709,1
8550,5067,1
13147,7211,1
13219,4880,0
13100,8559,0
12694,6299,1
7956,4730,1
11449,8345,1
9666,4886,0
12096,5539,0
11324,1503,0
13207,7294,1
15082,8180,1
9896,5972,0
12464,0,0
16842,7401,1
11945,3803,0
9272,2367,0
10435,7241,1
10369,6049,1
14733,3774,0
11615,2688,0
6746,3109,0
9375,4812,0
9076,2443,0
12852,4999,0
10388,6671,0
18020,10836,1
11091,6305,0
11286,4199,0
10982,3398,0
10949,3664,0
14415,5426,0
7462,2460,0
8831,4696,0
15849,12033,0
7768,3486,0
9116,4207,0
13117,3533,0
9750,6558,0
8981,2991,0
14344,962,0
10203,3923,0
13027,4724,0
7887,2986,0
13418,3324,0
15021,7199,0
11829,3773,0
9059,2874,1
14575,3948,0
15786,9727,1
10562,4030,1
6327,1276,0
9544,7186,1
13688,5467,0
10144,7694,1
11690,3603,0
14400,5128,0
12899,9650,1
11872,2771,0
10468,5541,1
10435,6100,1
9926,2270,0
6196,2479,0
12663,7231,0
16977,3577,0
15981,7029,0
19529,5945,1
11116,3168,0
8420,3008,0
3890,2740,0
15893,10662,0
14869,9930,1
6150,4645,1
16101,9433,1
13027,8446,0
11470,7157,1
11967,7950,1
16198,10029,0
9768,3916,1
8562,3855,0
16592,5488,0
8429,3292,0
13238,9161,1
12572,7118,1
12287,9432,0
8749,1960,0
10595,7786,1
12072,9535,1
12209,8453,1
8941,5082,1
9777,3697,1
11958,4372,0
15805,10347,1
10695,6961,0
15447,9124,1
13037,4515,1
13311,9512,0
12694,3167,0
12080,7774,0
10734,7457,0
12531,6999,1
8490,5330,0
13853,6676,0
13387,7901,0
11825,4052,0
19232,4206,0
13464,10430,0
6760,5039,1
11076,5878,1
11255,2765,0
16041,3816,0
13679,10488,0
11230,3533,1
14899,5195,0
9734,2046,0
13720,4206,0
15997,4824,0
7772,3202,0
12321,8965,1
12036,5783,0
16162,5413,1
15797,12587,0
9869,2254,0
11121,3487,0
16541,3721,0
14388,11022,0
12607,6408,1
9584,5582,0
14268,6046,0
14040,5664,0
11744,8282,1
11073,6701,1
9545,3600,0
7285,1607,0
13884,10508,0
12842,6899,1
10140,4680,0
11457,5487,0
14343,5606,0
13868,4941,0
12136,5318,0
8268,2238,0
13308,8060,0
10092,3786,1
13999,7495,0
15540,10101,1
12103,4212,1
10640,6518,0
16467,3058,1
7364,3906,0
7386,5511,1
15738,8069,0
7071,3147,0
7505,3280,0
10423,3854,0
15551,3384,1
14817,9328,1
13112,3219,0
11739,3956,1
13264,2742,0
9561,4014,0
12585,4347,0
13702,4996,1
12546,2891,0
21027,15124,1
15838,3572,0
6702,4607,1
11686,2374,0
18617,6118,1
11300,3734,0
13777,4049,0
10087,7202,0
13597,2907,1
13831,6404,0
15345,5546,0
9094,3995,0
8860,6055,1
12765,9170,0
15392,6262,1
15037,3644,0
14041,3285,0
16086,7683,1
8973,2827,0
9599,7069,1
17415,13307,1
8845,1940,0
12926,3976,0
13130,5303,0
9935,5908,1
13392,3379,0
14661,3182,1
14545,9775,0
8929,3768,1
14492,6854,0
17095,8829,1
11680,5373,1
11548,5939,0
9170,3638,0
7190,2636,1
8727,3309,0
7529,2098,0
11131,7145,0
12196,8860,0
9897,4534,0
10033,4525,0
11788,4322,0
12413,4617,0
15567,7758,0
6424,2719,0
15737,6542,0
11164,5289,0
12379,2760,0
16169,9524,1
12554,7245,0
10438,6540,1
6348,2941,1
13144,5877,0
8615,5739,1
10059,3673,0
14072,4332,0
10290,5224,0
11254,4521,1
14099,4586,0
10680,6395,1
10600,4297,0
9359,5664,1
12101,2495,0
5321,1699,0
9746,0,0
14260,3723,0
16691,9102,0
13638,7667,1
10605,4418,0
13436,7730,1
13902,4505,0
10580,6965,1
11984,3584,0
11538,4056,1
12072,0,1
11756,6851,1
6890,4266,1
7955,3077,1
11734,3012,0
10051,2388,0
13024,10276,1
12686,9867,1
8863,1837,0
6941,5104,1
13831,5030,0
12961,6073,1
15578,6455,0
14573,7201,1
8931,2909,1
16233,3977,0
11562,3228,0
8999,6951,1
16834,5039,0
12574,9842,1
8161,1729,0
14152,8951,0
15120,3144,0
14470,0,0
14604,6925,0
12986,2645,0
9869,3126,0
5765,1717,0
10063,4716,0
6664,2767,1
7218,3258,1
12456,5922,0
12137,5730,0
8613,4651,0
12053,8958,0
12751,8809,0
7346,3580,1
7933,2403,0
13986,8627,0
18980,4852,0
13487,4015,0
10700,6428,0
9972,3350,0
12099,8518,1
11442,6837,1
18655,3964,0
12801,9150,1
11795,9403,1
13077,5926,0
12226,2724,0
15771,3478,0
11616,2439,0
10691,7308,0
11576,5165,0
16567,3334,0
14645,4053,0
11266,3358,0
11325,2545,0
8166,5578,0
10730,7487,1
9388,7240,1
12898,9305,1
6855,2083,0
13829,7816,1
12734,3483,0
13102,5987,0
13821,7016,1
12417,5737,0
15244,9884,0
5172,2378,0
11822,6909,0
6225,1460,0
12338,2614,0
16396,6687,1
12567,7597,1
17187,3895,0
6492,4324,1
2987,1840,0
9287,6223,0
15360,4499,0
12654,2629,0
8806,3274,0
10374,7276,0
14394,10004,0
11067,6303,1
13901,4318,1
16247,3619,0
9336,3583,1
12500,5310,0
7101,2867,1
8436,6004,1
7421,5224,0
13905,6593,0
14012,4915,0
18533,14193,1
7191,1675,1
11620,7447,0
13832,4001,0
7364,4755,1
9447,3683,0
10653,3448,0
11808,7828,1
14674,3223,0
10921,5445,1
7903,1942,0
13915,2838,0
14429,6246,0
7162,3815,0
8600,3580,1
12042,5142,0
15369,8483,0
10593,4285,0
11914,6541,0
12132,3262,0
10459,4391,0
9681,7410,0
13806,4196,0
11307,5496,1
12437,7778,1
11084,3636,0
12430,2535,0
8619,0,0
12133,9314,0
10381,4285,0
7348,4929,0
10614,2663,0
15931,12599,1
6544,5083,1
8813,4608,0
14676,3605,0
14206,8953,0
9266,2121,0
11608,4474,0
12046,2535,0
6139,1627,0
7575,1768,0
10100,3452,0
10895,4408,0
12392,8992,0
14588,10139,0
11042,5879,0
15270,9220,1
13528,8121,0
11822,9107,0
6720,3507,0
5919,4379,0
13319,4580,0
12051,8849,1
8713,4343,1
8404,3855,0
17536,3572,1
13501,6934,1
13268,7840,1
13350,7291,0
5211,3048,1
9923,1991,0
14967,9222,1
15906,5358,0
10213,4265,0
12636,7162,1
14782,3572,0
10468,7161,1
7055,4656,0
9664,6948,0
11967,3074,0
4891,3011,0
8186,4421,0
9254,2691,0
15398,3503,0
9469,7095,1
15939,10787,1
7770,1730,0
4283,2413,0
3207,1605,0
12145,4807,0
9142,6607,1
9451,5981,1
11022,3109,0
13594,6986,1
12648,6509,1
9016,6008,0
9921,3830,1
14487,6531,0
7014,4104,0
10485,6113,0
11810,1874,0
15480,0,0
15340,9346,1
14630,8233,1
6627,4835,1
10060,3257,0
8791,3923,0
12608,3337,0
8700,2512,0
10064,3033,0
13184,9764,0
12173,6497,0
12019,8739,1
7075,5144,1
6581,3528,0
10438,4546,1
14732,6846,1
14125,4806,1
12808,3373,0
9109,6098,1
17690,4789,0
12255,3768,0
14774,5206,0
13765,6864,0
18460,14438,0
12949,5320,0
10381,8127,1
9244,6715,0
13029,5888,0
11186,2532,0
17537,4526,0
12134,3949,0
11479,5168,0
15320,9164,1
12139,6461,0
14038,3029,0
12528,6120,0
10613,3817,0
8465,3829,0
9631,781,1
12306,9225,0
10372,6738,1
10950,6011,0
16962,12199,1
12415,3898,0
10343,5910,1
9825,5067,1
11893,6246,1
19263,8567,0
11708,7783,0
13808,5334,0
15741,4951,0
10673,4176,0
11088,2979,1
10741,5870,0
13943,4190,0
13263,5605,0
16484,4657,0
11707,3894,0
8246,4217,0
15289,8860,1
11544,2584,0
12770,5381,0
12745,8208,0
8118,1733,0
13089,3224,1
7049,4365,0
13033,10074,1
14147,2983,0
8663,2074,0
17869,7048,1
11170,3843,0
9562,3895,0
10920,5162,0
7702,1970,0
12189,8904,0
13199,10516,1
8680,3620,1
16380,9294,0
8922,4897,1
13126,9265,1
13119,9163,0
9625,2134,0
10022,2705,0
12980,7369,1
14169,4145,0
8306,3520,0
11920,5749,0
11781,3264,0
13060,5543,0
16897,3826,0
15970,8896,1
14480,1397,0
8667,3541,0
11990,9311,1
12683,5450,0
14681,6540,0
6125,2647,0
8897,6207,0
13630,6599,1
14521,4682,1
11837,5140,0
14295,4554,0
12738,3705,0
12001,9414,1
15226,4013,0
9115,3211,0
12001,8743,1
15491,5480,0
15769,5476,1
10897,7542,1
9802,5823,0
10489,3384,1
14680,5389,0
14051,10075,1
14237,9924,0
12876,2596,0
7758,5000,1
14397,5132,0
13979,4287,0
8061,4456,0
17134,8267,1
12935,2597,0
16704,4643,0
13194,6155,0
10586,4770,0
11202,3175,0
12958,0,1
8828,4921,1
12238,8782,0
15416,7290,0
11484,7109,1
12150,4856,0
8140,1953,0
8404,6506,0
10594,6860,0
10011,2739,0
14865,6914,1
10488,3818,1
6435,4219,1
12155,2818,0
10887,8150,0
14822,9244,1
8482,2385,0
9270,2441,0
9391,5035,1
13566,8703,1
12083,3364,0
4902,1707,0
18676,5998,0
20597,14986,1
14517,2586,1
9785,3013,1
11045,4441,0
14638,1667,0
19220,15360,0
9877,3507,1
11167,3644,0
13840,7617,0
14911,9392,1
12795,7941,0
13088,4478,0
8925,4174,0
10808,3043,0
11836,6761,1
12913,9311,0
9745,6430,0
14915,5528,1
10189,2877,0
13157,5734,0
9836,5674,0
15091,4461,0
11150,4869,0
18247,10667,1
5814,3373,1
12117,9588,1
10732,5888,0
8549,484,0
5176,3643,0
17675,4986,0
18079,3945,0
13410,6712,1
11272,7725,0
18162,9495,0
6643,3437,1
16253,6614,0
9326,3538,0
8673,5648,1
11017,5301,1
18518,11431,0
15698,3211,0
15701,10880,1
13907,10611,0
7458,4695,0
15255,8756,0
14760,9415,1
10640,7550,1
10894,8213,0
9893,4906,0
19191,10766,1
11961,7393,0
11991,7765,1
12747,9909,0
10133,5295,1
11077,4537,1
13305,9548,0
6507,1430,0
15344,8108,0
14273,9384,0
13047,2773,0
11714,5669,1
9814,2634,0
15900,11869,1
8803,1690,0
14385,11028,0
9974,3225,0
9828,4558,0
14935,8918,1
18591,11929,0
7448,2678,0
9282,4430,0
10061,2049,0
9692,2854,0
9474,6621,1
7789,4841,1
10345,6389,0
14930,8027,0
9519,3909,0
14741,10577,1
11793,2069,0
15963,11297,0
12151,7786,0
11145,6158,0
11709,2925,0
8237,3003,0
8242,3302,0
13507,6289,0
10188,6785,1
12069,3016,0
8233,3187,0
14152,11261,1
17157,10530,1
12255,8066,1
20141,5777,0
13532,10584,1
11011,4721,0
9075,3189,0
7866,2346,0
15878,7262,0
12875,3404,0
8064,5350,0
8087,4644,0
8554,1865,0
15398,7580,1
19540,5387,0
11771,5356,0
11646,3305,0
13796,6302,0
15441,9667,1
5626,2925,0
8447,2611,0
9146,6914,0
12544,4440,1
8924,6644,1
12661,7583,0
15904,1624,0
14284,9275,0
9156,1904,0
12493,2743,0
10971,5618,0
11364,4163,0
14492,3120,0
10697,3821,0
10994,4846,1
10641,4464,1
18195,4758,0
11904,3008,0
12815,5173,0
12134,3442,0
10576,3289,0
13558,9026,1
16459,4125,0
11779,1985,0
10371,4386,1
10177,2124,0
9190,3921,0
10661,6079,1
13209,9062,1
10361,3343,0
16396,4390,0
15601,4308,0
13870,5659,1
12248,4094,0
8939,2637,0
11101,2849,0
13707,8985,0
16277,7713,0
13472,4583,0
9035,2783,0
7410,5852,1
7911,5927,1
7161,3748,1
14046,0,0
7151,3697,0
8499,2387,0
16720,10339,1
8599,4966,1
10899,7660,1
13359,6033,0
9042,4487,0
12028,6711,0
12020,7769,1
6784,2629,0
14985,8942,1
9836,7422,1
12987,10240,1
16621,0,0
12493,6495,0
9619,5134,1
11482,2560,0
10118,2810,0
9744,5852,0
9557,3057,0
10477,2742,1
8765,4557,1
10046,3191,0
16145,7803,0
11573,0,0
11020,3753,0
12959,9868,0
10390,2659,0
16675,12445,1
12463,8273,0
10064,4891,0
17275,12146,1
14746,2961,0
11384,9100,1
16443,9333,0
13101,3760,0
11811,6840,1
10342,6404,0
16035,9531,1
12913,5640,0
14610,5623,0
9797,854,0
11660,2965,0
15268,9355,0
11652,5999,0
15593,4971,0
9220,4728,1
12705,6840,0
11039,8487,1
11277,8930,1
9977,7258,1
12346,5819,1
11573,4443,0
12543,10003,1
11789,3935,1
5893,1898,1
5445,1822,1
7928,4917,1
14333,8932,0
17596,9679,1
12491,8194,1
16892,3502,0
9404,2722,0
16308,6018,0
14742,6256,1
8346,5055,1
9541,2040,0
14309,11009,1
9498,2175,0
11429,2397,0
10055,3361,0
9460,7110,1
12270,8728,0
12983,7023,1
10393,6045,1
14226,6784,1
10405,6735,0
15713,12034,1
15044,9711,0
5647,1207,0
17476,5530,0
14321,10767,0
13871,8612,0
10377,2768,0
11132,6133,0
9543,5129,1
13349,8775,1
6550,3469,1
14097,7118,0
1130,329,0
12361,6655,0
16773,2952,0
12392,1883,1
14110,6093,1
11555,4958,0
11018,7405,0
11694,9183,1
13239,6112,0
11733,7861,0
11029,8330,0
22231,15816,0
16951,11663,1
7773,2508,0
11966,6089,0
13043,6025,0
7122,2865,1
12569,3606,0
12216,3334,1
8803,0,1
7783,3479,0
12201,6243,1
13396,3756,0
13030,4881,0
12369,3468,0
6773,4622,1
9907,6229,0
14968,9408,0
10830,3580,1
10258,2783,0
10503,6934,0
14674,6420,0
11228,4958,1
18966,13622,1
7909,6183,0
11268,4925,1
9404,7385,0
17197,4339,0
12563,3473,0
7288,2714,0
8434,2263,0
13889,7333,1
9467,4176,0
9621,7065,1
12579,3088,0
13157,6236,1
17517,11638,1
9122,2329,0
15612,7996,0
6994,3939,0
12106,4506,0
11303,4919,0
5641,2414,0
13436,5418,0
15463,6643,0
11725,6809,1
14802,7392,0
13352,8184,1
15991,3242,0
9125,2005,0
12528,3893,0
13106,9447,0
18881,13202,1
15162,6990,0
19296,9236,0
13004,3471,0
10330,5201,0
13197,6959,0
8105,2367,0
16585,12845,1
18729,11542,0
15752,5001,0
11470,2851,0
15953,5265,0
13000,4786,0
16692,7011,1
8456,5770,1
14570,4004,0
12713,4072,0
15776,6829,0
18459,10368,1
11700,7175,0
12406,5299,0
7424,2224,0
10379,3509,1
13435,4998,0
14778,7776,0
9868,4659,1
12545,5817,1
9973,4667,0
10842,5520,0
7586,5249,1
13106,7959,0
11995,8415,1
15380,11509,1
12541,6619,1
15484,6195,0
12469,7624,1
8207,1154,1
12961,4493,1
10279,5962,0
11850,6400,1
9391,1962,0
7423,4901,1
15386,6603,1
14001,4125,0
11562,2561,0
12730,4170,1
7173,2754,0
10762,4799,1
13271,8728,0
14400,10159,1
14783,3532,0
16664,9542,1
10915,6050,1
3622,2749,1
10158,2664,0
13014,8855,1
13105,9485,0
12158,4661,0
13238,7007,1
12319,7815,0
6920,1643,0
9859,4752,0
16287,5632,1
12520,8493,0
13171,8782,1
12691,3483,0
9974,2432,0
15755,4541,0
11422,874,0
9997,7402,1
12338,2941,0
